Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
ADHD, stress, mood_swings, overthinking,
ADHD, emotional_breakdowns, hopelessness, body_dysmorphia,
ADHD, anxiety, chronic_stress, fatigue,
ADHD, isolation, panic_attacks, suicidal_thoughts,
ADHD, depression, self_doubt, social_anxiety,
ADHD, insomnia, emotional_outbursts, PTSD,
ADHD, low_motivation, anger, eating_disorders,
ADHD, anxiety, suicidal_attempts, hopelessness,
ADHD, emotional_fatigue, rapid_weight_loss, panic_attacks,
ADHD, mood_swings, loneliness, anxiety,
ADHD, overthinking, body_dysmorphia, chronic_stress,
ADHD, fatigue, isolation, depression,
ADHD, suicidal_thoughts, emotional_breakdowns, low_motivation,
ADHD, PTSD, anxiety, self_harm,
ADHD, eating_disorders, anger, hopelessness,
ADHD, panic_attacks, emotional_fatigue, insomnia,
ADHD, chronic_stress, social_anxiety, low_motivation,
ADHD, loneliness, depression, rapid_weight_loss,
ADHD, anxiety, emotional_outbursts, suicidal_thoughts,
ADHD, low_motivation, isolation, body_dysmorphia,
Alzheimer, memory_loss, confusion, difficulty_with_concentration,
Alzheimer, forgetfulness, mood_swings, disorientation,
Alzheimer, language_problems, anxiety, withdrawal_from_social_interactions,
Alzheimer, trouble_recognizing_family, difficulty_with_daily_tasks, changes_in_sleep_patterns,
Alzheimer, changes_in_personality, loss_of_initiative, difficulty_with_problem_solving,
Alzheimer, forgetfulness_of_recent_conversations, repetitive_questions, difficulty_with_familiar_tasks,
Alzheimer, inability_to_recognize_common_objects, confusion, depression,
Alzheimer, agitation, restlessness, changes_in_hygiene,
Alzheimer, inability_to_find_words, wandering, loss_of_interests,
Alzheimer, lack_of_motivation, impaired_communication, decreased_judgment,
Alzheimer, impaired_abstract_thinking, misplacing_items, difficulty_with_financial_tasks,
Alzheimer, changes_in_mood, anxiety, repetitive_behaviors,
Alzheimer, decreased_attention_span, trouble_with_spatial_relationships, increased_fatigue,
Alzheimer, loss_of_social_graces, difficulty_following_conversations, withdrawal_from_work_or_social_activities,
Alzheimer, changes_in_appetite, confusion, fatigue,
Alzheimer, loss_of_initiative, agitation, mood_swings,
Anaemia, fatigue, weakness, pallor,
Anaemia, dizziness, shortness_of_breath, cold_extremities,
Anaemia, rapid_heart_rate, chest_pain, headaches,
Anaemia, brittle_nails, cognitive_impairment, insomnia,
Anaemia, irritability, restless_legs, poor_concentration,
Anaemia, pale_skin, dizziness, fatigue,
Anaemia, weakness, shortness_of_breath, rapid_heart_rate,
Anaemia, chest_pain, cognitive_impairment, headaches,
Anaemia, cold_extremities, irritability, pallor,
Anaemia, insomnia, weakness, dizziness,
Anaemia, fatigue, headaches, pale_skin,
Anaemia, poor_concentration, shortness_of_breath, cold_extremities,
Anaemia, dizziness, irritability, rapid_heart_rate,
Anaemia, weakness, insomnia, chest_pain,
Anaemia, fatigue, cold_extremities, brittle_nails,
Anaemia, pallor, cognitive_impairment, headaches,
Anaemia, dizziness, weakness, poor_concentration,
Anaemia, rapid_heart_rate, irritability, insomnia,
Anaemia, shortness_of_breath, fatigue, chest_pain,
Anaemia, cold_extremities, headaches, dizziness,
Anaemia, pale_skin, rapid_heart_rate, cognitive_impairment,
Anaemia, insomnia, weakness, fatigue,
Anaemia, irritability, cold_extremities, shortness_of_breath,
Anaemia, chest_pain, dizziness, rapid_heart_rate,
Anaemia, poor_concentration, fatigue, insomnia,
Anaemia, headaches, weakness, pallor,
Anaemia, irritability, cognitive_impairment, dizziness,
Anaemia, fatigue, shortness_of_breath, brittle_nails,
Anaemia, cold_extremities, headaches, insomnia,
Anaemia, pale_skin, weakness, irritability,
Anaemia, dizziness, fatigue, cognitive_impairment,
Anaemia, rapid_heart_rate, shortness_of_breath, chest_pain,
Anaemia, insomnia, poor_concentration, cold_extremities,
Anaemia, irritability, dizziness, pale_skin,
Anaemia, headaches, fatigue, insomnia,
Anaemia, weakness, cognitive_impairment, chest_pain,
Anaemia, shortness_of_breath, rapid_heart_rate, irritability,
Anaemia, dizziness, fatigue, brittle_nails,
Anaemia, cold_extremities, headaches, pale_skin,
Anaemia, rapid_heart_rate, insomnia, cognitive_impairment,
Anaemia, weakness, shortness_of_breath, dizziness,
Anaemia, irritability, fatigue, chest_pain,
Anaemia, pale_skin, insomnia, cognitive_impairment,
Anxiety, excessive_worry, restlessness, fatigue,
Anxiety, irritability, difficulty_concentrating, sleep_disturbances,
Anxiety, muscle_tension, panic_attacks, racing_heart,
Anxiety, avoidance_behaviors, sweating, trembling,
Anxiety, nausea, shortness_of_breath, dizziness,
Anxiety, excessive_worry, sleep_disturbances, irritability,
Anxiety, racing_heart, fatigue, difficulty_concentrating,
Anxiety, panic_attacks, trembling, restlessness,
Anxiety, muscle_tension, dizziness, avoidance_behaviors,
Anxiety, nausea, irritability, racing_heart,
Anxiety, excessive_worry, fatigue, sleep_disturbances,
Anxiety, difficulty_concentrating, panic_attacks, muscle_tension,
Anxiety, trembling, avoidance_behaviors, shortness_of_breath,
Anxiety, dizziness, restlessness, nausea,
Anxiety, fatigue, excessive_worry, sweating,
Anxiety, shortness_of_breath, irritability, muscle_tension,
Anxiety, panic_attacks, sleep_disturbances, racing_heart,
Anxiety, dizziness, difficulty_concentrating, trembling,
Anxiety, sweating, restlessness, fatigue,
Anxiety, shortness_of_breath, avoidance_behaviors, panic_attacks,
Anxiety, nausea, muscle_tension, irritability,
Anxiety, racing_heart, excessive_worry, sleep_disturbances,
Anxiety, difficulty_concentrating, dizziness, panic_attacks,
Anxiety, irritability, shortness_of_breath, fatigue,
Anxiety, trembling, excessive_worry, muscle_tension,
Anxiety, restlessness, nausea, sleep_disturbances,
Anxiety, avoidance_behaviors, racing_heart, dizziness,
Anxiety, panic_attacks, fatigue, irritability,
Anxiety, difficulty_concentrating, muscle_tension, sweating,
Anxiety, excessive_worry, shortness_of_breath, trembling,
Anxiety, restlessness, fatigue, nausea,
Anxiety, panic_attacks, irritability, sleep_disturbances,
Anxiety, dizziness, racing_heart, avoidance_behaviors,
Anxiety, muscle_tension, excessive_worry, panic_attacks,
Anxiety, irritability, difficulty_concentrating, sweating,
Anxiety, fatigue, restlessness, shortness_of_breath,
Anxiety, trembling, panic_attacks, dizziness,
Anxiety, avoidance_behaviors, fatigue, muscle_tension,
Anxiety, excessive_worry, nausea, sleep_disturbances,
Depression, persistent_sadness, loss_of_interest, fatigue,
Depression, difficulty_concentrating, feelings_of_worthlessness, sleep_disturbances,
Depression, appetite_changes, irritability, excessive_guilt,
Depression, fatigue, persistent_sadness, suicidal_thoughts,
Depression, loss_of_interest, difficulty_concentrating, low_energy,
Depression, sleep_disturbances, feelings_of_worthlessness, restlessness,
Depression, excessive_guilt, appetite_changes, low_energy,
Depression, persistent_sadness, suicidal_thoughts, irritability,
Depression, feelings_of_worthlessness, fatigue, appetite_changes,
Depression, loss_of_interest, restlessness, difficulty_concentrating,
Depression, sleep_disturbances, low_energy, suicidal_thoughts,
Depression, excessive_guilt, persistent_sadness, difficulty_concentrating,
Depression, irritability, low_energy, loss_of_interest,
Depression, appetite_changes, sleep_disturbances, excessive_guilt,
Depression, persistent_sadness, feelings_of_worthlessness, restlessness,
Depression, fatigue, suicidal_thoughts, appetite_changes,
Depression, loss_of_interest, difficulty_concentrating, excessive_guilt,
Depression, restlessness, feelings_of_worthlessness, low_energy,
Depression, appetite_changes, persistent_sadness, suicidal_thoughts,
Depression, fatigue, irritability, loss_of_interest,
Depression, sleep_disturbances, difficulty_concentrating, excessive_guilt,
Depression, low_energy, feelings_of_worthlessness, persistent_sadness,
Depression, suicidal_thoughts, appetite_changes, fatigue,
Depression, irritability, restlessness, feelings_of_worthlessness,
Depression, appetite_changes, low_energy, loss_of_interest,
Depression, persistent_sadness, excessive_guilt, sleep_disturbances,
Depression, fatigue, difficulty_concentrating, restlessness,
Depression, suicidal_thoughts, irritability, low_energy,
Depression, loss_of_interest, appetite_changes, sleep_disturbances,
Depression, restlessness, fatigue, excessive_guilt,
Depression, feelings_of_worthlessness, persistent_sadness, suicidal_thoughts,
Depression, difficulty_concentrating, low_energy, irritability,
Depression, excessive_guilt, loss_of_interest, appetite_changes,
Depression, persistent_sadness, restlessness, difficulty_concentrating,
Depression, suicidal_thoughts, fatigue, feelings_of_worthlessness,
Depression, irritability, excessive_guilt, sleep_disturbances,
Depression, low_energy, appetite_changes, persistent_sadness,
Depression, loss_of_interest, suicidal_thoughts, difficulty_concentrating,
Depression, fatigue, restlessness, feelings_of_worthlessness,
Depression, persistent_sadness, appetite_changes, irritability,
Diabetes, frequent_urination, excessive_thirst, blurred_vision,
Diabetes, increased_hunger, fatigue, slow_healing_wounds,
Diabetes, unexplained_weight_loss, frequent_infections, tingling_in_hands_feet,
Diabetes, dry_mouth, fatigue, frequent_urination,
Diabetes, blurred_vision, nausea, excessive_thirst,
Diabetes, increased_hunger, unexplained_weight_loss, frequent_infections,
Diabetes, fatigue, dry_mouth, slow_healing_wounds,
Diabetes, tingling_in_hands_feet, blurred_vision, frequent_urination,
Diabetes, excessive_thirst, unexplained_weight_loss, nausea,
Diabetes, frequent_infections, increased_hunger, dry_mouth,
Diabetes, slow_healing_wounds, blurred_vision, tingling_in_hands_feet,
Diabetes, frequent_urination, nausea, unexplained_weight_loss,
Diabetes, excessive_thirst, fatigue, frequent_infections,
Diabetes, dry_mouth, increased_hunger, tingling_in_hands_feet,
Diabetes, slow_healing_wounds, blurred_vision, unexplained_weight_loss,
Diabetes, frequent_urination, frequent_infections, dry_mouth,
Diabetes, tingling_in_hands_feet, excessive_thirst, nausea,
Diabetes, blurred_vision, fatigue, frequent_urination,
Diabetes, slow_healing_wounds, increased_hunger, unexplained_weight_loss,
Diabetes, frequent_infections, dry_mouth, blurred_vision,
Diabetes, frequent_urination, tingling_in_hands_feet, fatigue,
Diabetes, excessive_thirst, unexplained_weight_loss, blurred_vision,
Diabetes, nausea, frequent_infections, increased_hunger,
Diabetes, slow_healing_wounds, dry_mouth, frequent_urination,
Diabetes, tingling_in_hands_feet, excessive_thirst, unexplained_weight_loss,
Diabetes, fatigue, blurred_vision, frequent_infections,
Diabetes, frequent_urination, nausea, increased_hunger,
Diabetes, excessive_thirst, slow_healing_wounds, dry_mouth,
Diabetes, tingling_in_hands_feet, frequent_urination, unexplained_weight_loss,
Diabetes, blurred_vision, excessive_thirst, fatigue,
Diabetes, frequent_infections, slow_healing_wounds, nausea,
Diabetes, increased_hunger, dry_mouth, unexplained_weight_loss,
Diabetes, blurred_vision, frequent_infections, tingling_in_hands_feet,
Diabetes, fatigue, frequent_urination, slow_healing_wounds,
Diabetes, nausea, excessive_thirst, frequent_infections,
Diabetes, unexplained_weight_loss, blurred_vision, dry_mouth,
Diabetes, frequent_urination, increased_hunger, slow_healing_wounds,
Diabetes, tingling_in_hands_feet, fatigue, blurred_vision,
Diabetes, nausea, unexplained_weight_loss, frequent_urination,
Diabetes, excessive_thirst, dry_mouth, increased_hunger,
Glaucoma, blurred_vision, eye_pain, halos_around_lights,
Glaucoma, tunnel_vision, headache, nausea,
Glaucoma, eye_redness, vision_loss, blurred_vision,
Glaucoma, halos_around_lights, severe_eye_pain, peripheral_vision_loss,
Glaucoma, nausea, headache, eye_redness,
Glaucoma, blurred_vision, nausea, tunnel_vision,
Glaucoma, severe_eye_pain, halos_around_lights, vision_loss,
Glaucoma, peripheral_vision_loss, headache, blurred_vision,
Glaucoma, vision_loss, eye_pain, nausea,
Glaucoma, eye_redness, halos_around_lights, headache,
Glaucoma, severe_eye_pain, tunnel_vision, peripheral_vision_loss,
Glaucoma, blurred_vision, eye_pain, headache,
Glaucoma, vision_loss, nausea, halos_around_lights,
Glaucoma, eye_redness, peripheral_vision_loss, blurred_vision,
Glaucoma, headache, severe_eye_pain, vision_loss,
Glaucoma, halos_around_lights, eye_pain, nausea,
Glaucoma, tunnel_vision, blurred_vision, eye_redness,
Glaucoma, peripheral_vision_loss, nausea, severe_eye_pain,
Glaucoma, headache, vision_loss, halos_around_lights,
Glaucoma, blurred_vision, tunnel_vision, eye_pain,
Glaucoma, eye_redness, severe_eye_pain, peripheral_vision_loss,
Glaucoma, nausea, blurred_vision, vision_loss,
Glaucoma, headache, eye_pain, peripheral_vision_loss,
Glaucoma, halos_around_lights, tunnel_vision, nausea,
Glaucoma, vision_loss, eye_redness, blurred_vision,
Glaucoma, severe_eye_pain, headache, halos_around_lights,
Glaucoma, peripheral_vision_loss, nausea, eye_pain,
Glaucoma, blurred_vision, halos_around_lights, headache,
Glaucoma, tunnel_vision, severe_eye_pain, vision_loss,
Glaucoma, nausea, eye_redness, peripheral_vision_loss,
Glaucoma, eye_pain, blurred_vision, vision_loss,
Glaucoma, halos_around_lights, headache, severe_eye_pain,
Glaucoma, tunnel_vision, peripheral_vision_loss, eye_redness,
Glaucoma, vision_loss, nausea, blurred_vision,
Glaucoma, headache, halos_around_lights, eye_pain,
Glaucoma, peripheral_vision_loss, blurred_vision, severe_eye_pain,
Glaucoma, eye_redness, vision_loss, headache,
Glaucoma, nausea, tunnel_vision, halos_around_lights,
Gout, intense_joint_pain, redness, swelling,
Gout, tenderness, stiffness, heat_in_joint,
Gout, limited_joint_movement, sudden_pain, swelling,
Gout, warmth_in_joint, redness, severe_pain,
Gout, swelling, stiffness, joint_inflammation,
Gout, intense_joint_pain, warmth_in_joint, limited_movement,
Gout, severe_pain, tenderness, redness,
Gout, heat_in_joint, swelling, stiffness,
Gout, joint_inflammation, sudden_pain, limited_joint_movement,
Gout, redness, intense_joint_pain, warmth_in_joint,
Gout, stiffness, swelling, severe_pain,
Gout, tenderness, heat_in_joint, joint_inflammation,
Gout, limited_movement, warmth_in_joint, sudden_pain,
Gout, severe_pain, redness, swelling,
Gout, joint_inflammation, stiffness, tenderness,
Gout, sudden_pain, heat_in_joint, intense_joint_pain,
Gout, swelling, severe_pain, limited_movement,
Gout, redness, tenderness, warmth_in_joint,
Gout, stiffness, intense_joint_pain, sudden_pain,
Gout, limited_joint_movement, swelling, heat_in_joint,
Gout, warmth_in_joint, joint_inflammation, redness,
Gout, severe_pain, stiffness, intense_joint_pain,
Gout, tenderness, limited_movement, sudden_pain,
Gout, heat_in_joint, redness, swelling,
Gout, intense_joint_pain, joint_inflammation, limited_movement,
Gout, sudden_pain, warmth_in_joint, severe_pain,
Gout, swelling, tenderness, stiffness,
Gout, redness, heat_in_joint, limited_joint_movement,
Gout, intense_joint_pain, sudden_pain, joint_inflammation,
Gout, swelling, severe_pain, warmth_in_joint,
Gout, tenderness, stiffness, redness,
Gout, limited_movement, heat_in_joint, severe_pain,
Gout, joint_inflammation, sudden_pain, tenderness,
Gout, warmth_in_joint, intense_joint_pain, stiffness,
Gout, swelling, limited_movement, redness,
Haematopoiesis, fatigue, dizziness, pale_skin,
Haematopoiesis, shortness_of_breath, weakness, bruising,
Haematopoiesis, frequent_infections, slow_healing_wounds, headaches,
Haematopoiesis, shortness_of_breath, dizziness, rapid_heart_rate,
Haematopoiesis, pale_skin, weakness, easy_bruising,
